OPTION CODE,LAND USE CODE,DESCRIPTION,,
CIPM3,AC72,CORN GROMWELL,,
CIPM3,AC73,CAMELINA,,
CIPM3,AC74,PHACELIA,,
CIPM3,AC75,OCA,,
CIPM3,AC76,GERMAN CHAMOMILE,,
CIPM3,AC77,CORN CHAMOMILE,,
CIPM3,AC78,CORN COCKLE,,
CIPM3,AC79,CORN FLOWER,,
CIPM3,AC80,CORN MARIGOLD,,
CIPM3,AC81,POPPY,,
CIPM3,AC82,FIELD FOR-GET-ME-NOT,,
CIPM3,AC83,FOX-GLOVE,,
CIPM3,AC84,HAY RATTLE,,
CIPM3,AC85,HEDGE BEDSTRAW,,
CIPM3,AC86,TEASEL,,
CIPM3,AC87,QUINOA,,
CIPM3,AC88,SUNFLOWER,,
CIPM3,AC89,CRESS,,
CIPM3,AC90,GLADIOLI,,
CIPM3,AC91,ECHIUM,,
CIPM3,AC92,SORGHUM,,
CIPM3,AC93,STICKY NIGHTSHADE,,
CIPM3,AC94,SWEET WILLIAMS,,
CIPM3,AC95,WALLFLOWER,,
CIPM3,AC96,SAMPHIRE,,
CIPM3,AC97,ASTER (CHINESE),,
CIPM3,AC98,LARKSPUR,,
CIPM3,AC99,NIGELLA,,
CIPM3,CW01,WATERCRESS,,
CIPM3,FA01,FALLOW,,
CIPM3,LG01,CHICKPEA,,
CIPM3,LG02,FENUGREEK,,
CIPM3,LG03,FIELD BEANS - SPRING,,
CIPM3,LG04,GREEN BEANS,,
CIPM3,LG05,LENTILS,,
CIPM3,LG06,LUPINS,,
CIPM3,LG07,PEAS - SPRING,,
CIPM3,LG08,SOYA,,
CIPM3,LG09,COWPEA,,
CIPM3,LG10,BIRD'S FOOT TREFOIL,,
CIPM3,LG11,LUCERNE,,
CIPM3,LG12,SWEET CLOVER,,
CIPM3,LG13,SAINFOIN,,
CIPM3,LG14,CLOVER,,
CIPM3,LG15,MIXED CROP - LEGUMINOUS ONLY 1,,
CIPM3,LG16,MIXED CROP - LEGUMINOUS ONLY 2,,
CIPM3,LG17,MIXED CROP - LEGUMINOUS ONLY 3,,
CIPM3,LG18,MIXED CROP - LEGUMINOUS ONLY 4,,
CIPM3,LG19,MIXED CROP - LEGUMINOUS ONLY 5,,
CIPM3,LG20,FIELD BEANS - WINTER,,
CIPM3,LG21,PEAS - WINTER,,
CIPM3,TC01,PERENNIAL CROPS,,
CIPM3,TG01,TEMPORARY GRASS,,
CIPM4,AC01,BARLEY - SPRING,,
CIPM4,AC02,BASIL ,,
CIPM4,AC03,BEET ,,
CIPM4,AC04,BORAGE ,,
CIPM4,AC05,BUCKWHEAT ,,
CIPM4,AC06,CANARY SEED ,,
CIPM4,AC07,CARROT ,,
CIPM4,AC08,CELERY ,,
CIPM4,AC09,CHICORY ,,
CIPM4,AC10,DAFFODIL ,,
CIPM4,AC100,RYEGRASS (ITALIAN) - GROWN FOR SEED PRODUCTION,,
CIPM4,AC11,DILL ,,
CIPM4,AC12,EVENING PRIMROSE ,,
CIPM4,AC13,FENNEL ,,
CIPM4,AC14,HEMP ,,
CIPM4,AC15,LETTUCE ,,
CIPM4,AC16,LINSEED - SPRING,,
CIPM4,AC17,MAIZE ,,
CIPM4,AC18,MILLET ,,
CIPM4,AC19,OATS - SPRING,,
CIPM4,AC20,ONIONS ,,
CIPM4,AC21,OREGANO ,,
CIPM4,AC22,PARSLEY ,,
CIPM4,AC23,PARSNIPS ,,
CIPM4,AC24,RYE - SPRING,,
CIPM4,AC25,SAGE ,,
CIPM4,AC26,SPINACH ,,
CIPM4,AC27,STRAWBERRY ,,
CIPM4,AC28,SWEET POTATO ,,
CIPM4,AC29,THYME ,,
CIPM4,AC30,TRITICALE - SPRING,,
CIPM4,AC31,TULIP ,,
CIPM4,AC32,WHEAT - SPRING,,
CIPM4,AC33,YAM ,,
CIPM4,AC34,CABBAGE - SPRING,,
CIPM4,AC35,TURNIP ,,
CIPM4,AC36,OILSEED - SPRING,,
CIPM4,AC37,BROWN MUSTARD ,,
CIPM4,AC38,MUSTARD ,,
CIPM4,AC39,CRAMBE ,,
CIPM4,AC40,ROCKET ,,
CIPM4,AC41,RADISH ,,
CIPM4,AC42,HORSERADISH ,,
CIPM4,AC43,TOBACCO ,,
CIPM4,AC44,POTATO ,,
CIPM4,AC45,TOMATO ,,
CIPM4,AC46,AUBERGINE ,,
CIPM4,AC47,PEPPER ,,
CIPM4,AC48,CHILLI ,,
CIPM4,AC49,TREE CHILLI ,,
CIPM4,AC50,SQUASH ,,
CIPM4,AC51,JAPANESE PIE SQUASH ,,
CIPM4,AC52,SIAM PUMPKIN ,,
CIPM4,AC53,BANANA SQUASH ,,
CIPM4,AC54,BUTTERNUT SQUASH ,,
CIPM4,AC55,WATER MELON ,,
CIPM4,AC56,CUCUMBER ,,
CIPM4,AC57,MELON ,,
CIPM4,AC58,MIXED CROP - GROUP 1,,
CIPM4,AC59,MIXED CROP - GROUP 2,,
CIPM4,AC60,MIXED CROP - GROUP 3,,
CIPM4,AC61,MIXED CROP - GROUP 4,,
CIPM4,AC62,MIXED CROP - GROUP 5,,
CIPM4,AC63,BARLEY - WINTER,,
CIPM4,AC64,LINSEED - WINTER,,
CIPM4,AC65,OATS - WINTER,,
CIPM4,AC66,WHEAT - WINTER,,
CIPM4,AC67,OILSEED - WINTER,,
CIPM4,AC68,RYE - WINTER,,
CIPM4,AC69,TRITICALE - WINTER,,
CIPM4,AC70,CABBAGE - WINTER,,
CIPM4,AC71,CORIANDER,,
CIPM4,AC72,CORN GROMWELL,,
CIPM4,AC73,CAMELINA,,
CIPM4,AC74,PHACELIA,,
CIPM4,AC75,OCA,,
CIPM4,AC76,GERMAN CHAMOMILE,,
CIPM4,AC77,CORN CHAMOMILE,,
CIPM4,AC78,CORN COCKLE,,
CIPM4,AC79,CORN FLOWER,,
CIPM4,AC80,CORN MARIGOLD,,
CIPM4,AC81,POPPY,,
CIPM4,AC82,FIELD FOR-GET-ME-NOT,,
CIPM4,AC83,FOX-GLOVE,,
CIPM4,AC84,HAY RATTLE,,
CIPM4,AC85,HEDGE BEDSTRAW,,
CIPM4,AC86,TEASEL,,
CIPM4,AC87,QUINOA,,
CIPM4,AC88,SUNFLOWER,,
CIPM4,AC89,CRESS,,
CIPM4,AC90,GLADIOLI,,
CIPM4,AC91,ECHIUM,,
CIPM4,AC92,SORGHUM,,
CIPM4,AC93,STICKY NIGHTSHADE,,
CIPM4,AC94,SWEET WILLIAMS,,
CIPM4,AC95,WALLFLOWER,,
CIPM4,AC96,SAMPHIRE,,
CIPM4,AC97,ASTER (CHINESE),,
CIPM4,AC98,LARKSPUR,,
CIPM4,AC99,NIGELLA,,
CIPM4,CW01,WATERCRESS,,
CIPM4,FA01,FALLOW,,
CIPM4,LG01,CHICKPEA,,
CIPM4,LG02,FENUGREEK,,
CIPM4,LG03,FIELD BEANS - SPRING,,
CIPM4,LG04,GREEN BEANS,,
CIPM4,LG05,LENTILS,,
CIPM4,LG06,LUPINS,,
CIPM4,LG07,PEAS - SPRING,,
CIPM4,LG08,SOYA,,
CIPM4,LG09,COWPEA,,
CIPM4,LG10,BIRD'S FOOT TREFOIL,,
CIPM4,LG11,LUCERNE,,
CIPM4,LG12,SWEET CLOVER,,
CIPM4,LG13,SAINFOIN,,
CIPM4,LG14,CLOVER,,
CIPM4,LG15,MIXED CROP - LEGUMINOUS ONLY 1,,
CIPM4,LG16,MIXED CROP - LEGUMINOUS ONLY 2,,
CIPM4,LG17,MIXED CROP - LEGUMINOUS ONLY 3,,
CIPM4,LG18,MIXED CROP - LEGUMINOUS ONLY 4,,
CIPM4,LG19,MIXED CROP - LEGUMINOUS ONLY 5,,
CIPM4,LG20,FIELD BEANS - WINTER,,
CIPM4,LG21,PEAS - WINTER,,
CIPM4,NU01,NURSERY CROPS,,
CIPM4,SR01,SHORT ROTATION COPPICE,,
CIPM4,TC01,PERENNIAL CROPS,,
CIPM4,TG01,TEMPORARY GRASS,,
CLH1,AB03,ANIMAL SHELTER - ON BARE SOIL,,
CLH1,HE02,HEATH LAND AND BRACKEN - UNGRAZEABLE,,
CLH1,IW01,RIVERS AND STREAMS TYPE 1,,
CLH1,IW02,RIVERS AND STREAMS TYPE 2,,
CLH1,IW11,DRAIN/DITCH/DYKE ON A BOUNDARY,,
CLH1,NA01,NON-AGRICULTURAL AREA,,
CLH1,NA02,TEMPORARY NON-AGRICULTURAL AREA,,
CLH1,NF01,SCATTERED ROCK,,
CLH1,NF02,SCATTERED BRACKEN,,
CLH1,NF03,SCATTERED SCRUB,,
CLH1,NF04,SCATTERED TREES,,
CLH1,NF05,SCATTERED WATER FEATURES,,
CLH1,NF06,SCATTERED NATURAL FEATURES,,
CLH1,NT01,GALLOP - GRASS,,
CLH1,NT02,GALLOP - NON GRASS,,
CLH1,PG01,PERMANENT GRASSLAND,,
CLH1,PG02,PERMANENT GRASS BUFFER STRIP ,,
CLH1,TR03,TREES - CLUMPS,,
CLH1,WF01,DRAIN/DITCH/DYKE,,
CLH1,WF03,POND,,
CLH1,WO12,MIXED WOODLAND,,
CLH1,WO13,ANCIENT TREES,,
CLH1,WO25,SCRUB - UNGRAZEABLE,,
CLH1,WO32,NATIVE SEMI-NATURAL WOOD,,
CLH2,AB03,ANIMAL SHELTER - ON BARE SOIL,,
CLH2,HE02,HEATH LAND AND BRACKEN - UNGRAZEABLE,,
CLH2,IW01,RIVERS AND STREAMS TYPE 1,,
CLH2,IW02,RIVERS AND STREAMS TYPE 2,,
CLH2,IW11,DRAIN/DITCH/DYKE ON A BOUNDARY,,
CLH2,NA01,NON-AGRICULTURAL AREA,,
CLH2,NA02,TEMPORARY NON-AGRICULTURAL AREA,,
CLH2,NF01,SCATTERED ROCK,,
CLH2,NF02,SCATTERED BRACKEN,,
CLH2,NF03,SCATTERED SCRUB,,
CLH2,NF04,SCATTERED TREES,,
CLH2,NF05,SCATTERED WATER FEATURES,,
CLH2,NF06,SCATTERED NATURAL FEATURES,,
CLH2,NT01,GALLOP - GRASS,,
CLH2,NT02,GALLOP - NON GRASS,,
CLH2,PG01,PERMANENT GRASSLAND,,
CLH2,PG02,PERMANENT GRASS BUFFER STRIP ,,
CLH2,TR03,TREES - CLUMPS,,
CLH2,WF01,DRAIN/DITCH/DYKE,,
CLH2,WF03,POND,,
CLH2,WO08,WOODLAND BLOCK,,
CLH2,WO09,WOODLAND COMPARTMENT,,
CLH2,WO10,WOODLAND SUB COMPARTMENT,,
CLH2,WO11,LICENCE FELLING AREA,,
CLH2,WO12,MIXED WOODLAND,,
CLH2,WO25,SCRUB - UNGRAZEABLE,,
CLH3,AB03,ANIMAL SHELTER - ON BARE SOIL,,
CLH3,ABS01,TEMPORARY GRASS BUFFER STRIP ,,
CLH3,ABS02,SOWN MIXED COVER BUFFER STRIP ,,
CLH3,ABS03,FALLOW BUFFER STRIP,,
CLH3,AC01,BARLEY - SPRING,,
CLH3,AC02,BASIL ,,
CLH3,AC03,BEET ,,
CLH3,AC04,BORAGE ,,
CLH3,AC05,BUCKWHEAT ,,
CLH3,AC06,CANARY SEED ,,
CLH3,AC07,CARROT ,,
CLH3,AC08,CELERY ,,
CLH3,AC09,CHICORY ,,
CLH3,AC10,DAFFODIL ,,
CLH3,AC100,RYEGRASS (ITALIAN) - GROWN FOR SEED PRODUCTION,,
CLH3,AC11,DILL ,,
CLH3,AC12,EVENING PRIMROSE ,,
CLH3,AC13,FENNEL ,,
CLH3,AC14,HEMP ,,
CLH3,AC15,LETTUCE ,,
CLH3,AC16,LINSEED - SPRING,,
CLH3,AC17,MAIZE ,,
CLH3,AC18,MILLET ,,
CLH3,AC19,OATS - SPRING,,
CLH3,AC20,ONIONS ,,
CLH3,AC21,OREGANO ,,
CLH3,AC22,PARSLEY ,,
CLH3,AC23,PARSNIPS ,,
CLH3,AC24,RYE - SPRING,,
CLH3,AC25,SAGE ,,
CLH3,AC26,SPINACH ,,
CLH3,AC27,STRAWBERRY ,,
CLH3,AC28,SWEET POTATO ,,
CLH3,AC29,THYME ,,
CLH3,AC30,TRITICALE - SPRING,,
CLH3,AC31,TULIP ,,
CLH3,AC32,WHEAT - SPRING,,
CLH3,AC33,YAM ,,
CLH3,AC34,CABBAGE - SPRING,,
CLH3,AC35,TURNIP ,,
CLH3,AC36,OILSEED - SPRING,,
CLH3,AC37,BROWN MUSTARD ,,
CLH3,AC38,MUSTARD ,,
CLH3,AC39,CRAMBE ,,
CLH3,AC40,ROCKET ,,
CLH3,AC41,RADISH ,,
CLH3,AC42,HORSERADISH ,,
CLH3,AC43,TOBACCO ,,
CLH3,AC44,POTATO ,,
CLH3,AC45,TOMATO ,,
CLH3,AC46,AUBERGINE ,,
CLH3,AC47,PEPPER ,,
CLH3,AC48,CHILLI ,,
CLH3,AC49,TREE CHILLI ,,
CLH3,AC50,SQUASH ,,
CLH3,AC51,JAPANESE PIE SQUASH ,,
CLH3,AC52,SIAM PUMPKIN ,,
CLH3,AC53,BANANA SQUASH ,,
CLH3,AC54,BUTTERNUT SQUASH ,,
CLH3,AC55,WATER MELON ,,
CLH3,AC56,CUCUMBER ,,
CLH3,AC57,MELON ,,
CLH3,AC58,MIXED CROP - GROUP 1,,
CLH3,AC59,MIXED CROP - GROUP 2,,
CLH3,AC60,MIXED CROP - GROUP 3,,
CLH3,AC61,MIXED CROP - GROUP 4,,
CLH3,AC62,MIXED CROP - GROUP 5,,
CLH3,AC63,BARLEY - WINTER,,
CLH3,AC64,LINSEED - WINTER,,
CLH3,AC65,OATS - WINTER,,
CLH3,AC66,WHEAT - WINTER,,
CLH3,AC67,OILSEED - WINTER,,
CLH3,AC68,RYE - WINTER,,
CLH3,AC69,TRITICALE - WINTER,,
CLH3,AC70,CABBAGE - WINTER,,
CLH3,AC71,CORIANDER,,
CLH3,AC72,CORN GROMWELL,,
CLH3,AC73,CAMELINA,,
CLH3,AC74,PHACELIA,,
CLH3,AC75,OCA,,
CLH3,AC76,GERMAN CHAMOMILE,,
CLH3,AC77,CORN CHAMOMILE,,
CLH3,AC78,CORN COCKLE,,
CLH3,AC79,CORN FLOWER,,
CLH3,AC80,CORN MARIGOLD,,
CLH3,AC81,POPPY,,
CLH3,AC82,FIELD FOR-GET-ME-NOT,,
CLH3,AC83,FOX-GLOVE,,
CLH3,AC84,HAY RATTLE,,
CLH3,AC85,HEDGE BEDSTRAW,,
CLH3,AC86,TEASEL,,
CLH3,AC87,QUINOA,,
CLH3,AC88,SUNFLOWER,,
CLH3,AC89,CRESS,,
CLH3,AC90,GLADIOLI,,
CLH3,AC91,ECHIUM,,
CLH3,AC92,SORGHUM,,
CLH3,AC93,STICKY NIGHTSHADE,,
CLH3,AC94,SWEET WILLIAMS,,
CLH3,AC95,WALLFLOWER,,
CLH3,AC96,SAMPHIRE,,
CLH3,AC97,ASTER (CHINESE),,
CLH3,AC98,LARKSPUR,,
CLH3,AC99,NIGELLA,,
CLH3,BF11,HALF HEDGE,,
CLH3,BF15,BUFFER STRIP,,
CLH3,CA01,CATCH CROP,,
CLH3,CA02,COVER CROP,,
CLH3,CW01,WATERCRESS,,
CLH3,FA01,FALLOW,,
CLH3,HE02,HEATH LAND AND BRACKEN - UNGRAZEABLE,,
CLH3,IW01,RIVERS AND STREAMS TYPE 1,,
CLH3,IW02,RIVERS AND STREAMS TYPE 2,,
CLH3,IW11,DRAIN/DITCH/DYKE ON A BOUNDARY,,
CLH3,LG01,CHICKPEA,,
CLH3,LG02,FENUGREEK,,
CLH3,LG03,FIELD BEANS - SPRING,,
CLH3,LG04,GREEN BEANS,,
CLH3,LG05,LENTILS,,
CLH3,LG06,LUPINS,,
CLH3,LG07,PEAS - SPRING,,
CLH3,LG08,SOYA,,
CLH3,LG09,COWPEA,,
CLH3,LG10,BIRD'S FOOT TREFOIL,,
CLH3,LG11,LUCERNE,,
CLH3,LG12,SWEET CLOVER,,
CLH3,LG13,SAINFOIN,,
CLH3,LG14,CLOVER,,
CLH3,LG15,MIXED CROP - LEGUMINOUS ONLY 1,,
CLH3,LG16,MIXED CROP - LEGUMINOUS ONLY 2,,
CLH3,LG17,MIXED CROP - LEGUMINOUS ONLY 3,,
CLH3,LG18,MIXED CROP - LEGUMINOUS ONLY 4,,
CLH3,LG19,MIXED CROP - LEGUMINOUS ONLY 5,,
CLH3,LG20,FIELD BEANS - WINTER,,
CLH3,LG21,PEAS - WINTER,,
CLH3,NA01,NON-AGRICULTURAL AREA,,
CLH3,NA02,TEMPORARY NON-AGRICULTURAL AREA,,
CLH3,NF01,SCATTERED ROCK,,
CLH3,NF02,SCATTERED BRACKEN,,
CLH3,NF03,SCATTERED SCRUB,,
CLH3,NF04,SCATTERED TREES,,
CLH3,NF05,SCATTERED WATER FEATURES,,
CLH3,NF06,SCATTERED NATURAL FEATURES,,
CLH3,NT01,GALLOP - GRASS,,
CLH3,NT02,GALLOP - NON GRASS,,
CLH3,PG01,PERMANENT GRASSLAND,,
CLH3,PG02,PERMANENT GRASS BUFFER STRIP ,,
CLH3,TG01,TEMPORARY GRASS,,
CLH3,TR03,TREES - CLUMPS,,
CLH3,WF01,DRAIN/DITCH/DYKE,,
CLH3,WF03,POND,,
CLH3,WO25,SCRUB - UNGRAZEABLE,,
CLIG3,AC01,BARLEY - SPRING,,
CLIG3,AC02,BASIL ,,
CLIG3,AC03,BEET ,,
CLIG3,AC04,BORAGE ,,
CLIG3,AC05,BUCKWHEAT ,,
CLIG3,AC06,CANARY SEED ,,
CLIG3,AC07,CARROT ,,
CLIG3,AC08,CELERY ,,
CLIG3,AC09,CHICORY ,,
CLIG3,AC10,DAFFODIL ,,
CLIG3,AC100,RYEGRASS (ITALIAN) - GROWN FOR SEED PRODUCTION,,
CLIG3,AC11,DILL ,,
CLIG3,AC12,EVENING PRIMROSE ,,
CLIG3,AC13,FENNEL ,,
CLIG3,AC14,HEMP ,,
CLIG3,AC15,LETTUCE ,,
CLIG3,AC16,LINSEED - SPRING,,
CLIG3,AC17,MAIZE ,,
CLIG3,AC18,MILLET ,,
CLIG3,AC19,OATS - SPRING,,
CLIG3,AC20,ONIONS ,,
CLIG3,AC21,OREGANO ,,
CLIG3,AC22,PARSLEY ,,
CLIG3,AC23,PARSNIPS ,,
CLIG3,AC24,RYE - SPRING,,
CLIG3,AC25,SAGE ,,
CLIG3,AC26,SPINACH ,,
CLIG3,AC27,STRAWBERRY ,,
CLIG3,AC28,SWEET POTATO ,,
CLIG3,AC29,THYME ,,
CLIG3,AC30,TRITICALE - SPRING,,
CLIG3,AC31,TULIP ,,
CLIG3,AC32,WHEAT - SPRING,,
CLIG3,AC33,YAM ,,
CLIG3,AC34,CABBAGE - SPRING,,
CLIG3,AC35,TURNIP ,,
CLIG3,AC36,OILSEED - SPRING,,
CLIG3,AC37,BROWN MUSTARD ,,
CLIG3,AC38,MUSTARD ,,
CLIG3,AC39,CRAMBE ,,
CLIG3,AC40,ROCKET ,,
CLIG3,AC41,RADISH ,,
CLIG3,AC42,HORSERADISH ,,
CLIG3,AC43,TOBACCO ,,
CLIG3,AC44,POTATO ,,
CLIG3,AC45,TOMATO ,,
CLIG3,AC46,AUBERGINE ,,
CLIG3,AC47,PEPPER ,,
CLIG3,AC48,CHILLI ,,
CLIG3,AC49,TREE CHILLI ,,
CLIG3,AC50,SQUASH ,,
CLIG3,AC51,JAPANESE PIE SQUASH ,,
CLIG3,AC52,SIAM PUMPKIN ,,
CLIG3,AC53,BANANA SQUASH ,,
CLIG3,AC54,BUTTERNUT SQUASH ,,
CLIG3,AC55,WATER MELON ,,
CLIG3,AC56,CUCUMBER ,,
CLIG3,AC57,MELON ,,
CLIG3,AC58,MIXED CROP - GROUP 1,,
CLIG3,AC59,MIXED CROP - GROUP 2,,
CLIG3,AC60,MIXED CROP - GROUP 3,,
CLIG3,AC61,MIXED CROP - GROUP 4,,
CLIG3,AC62,MIXED CROP - GROUP 5,,
CLIG3,AC63,BARLEY - WINTER,,
CLIG3,AC64,LINSEED - WINTER,,
CLIG3,AC65,OATS - WINTER,,
CLIG3,AC66,WHEAT - WINTER,,
CLIG3,AC67,OILSEED - WINTER,,
CLIG3,AC68,RYE - WINTER,,
CLIG3,AC69,TRITICALE - WINTER,,
CLIG3,AC70,CABBAGE - WINTER,,
CLIG3,AC71,CORIANDER,,
CLIG3,AC72,CORN GROMWELL,,
CLIG3,AC73,CAMELINA,,
CLIG3,AC74,PHACELIA,,
CLIG3,AC75,OCA,,
CLIG3,AC76,GERMAN CHAMOMILE,,
CLIG3,AC77,CORN CHAMOMILE,,
CLIG3,AC78,CORN COCKLE,,
CLIG3,AC79,CORN FLOWER,,
CLIG3,AC80,CORN MARIGOLD,,
CLIG3,AC81,POPPY,,
CLIG3,AC82,FIELD FOR-GET-ME-NOT,,
CLIG3,AC83,FOX-GLOVE,,
CLIG3,AC84,HAY RATTLE,,
CLIG3,AC85,HEDGE BEDSTRAW,,
CLIG3,AC86,TEASEL,,
CLIG3,AC87,QUINOA,,
CLIG3,AC88,SUNFLOWER,,
CLIG3,AC89,CRESS,,
CLIG3,AC90,GLADIOLI,,
CLIG3,AC91,ECHIUM,,
CLIG3,AC92,SORGHUM,,
CLIG3,AC93,STICKY NIGHTSHADE,,
CLIG3,AC94,SWEET WILLIAMS,,
CLIG3,AC95,WALLFLOWER,,
CLIG3,AC96,SAMPHIRE,,
CLIG3,AC97,ASTER (CHINESE),,
CLIG3,AC98,LARKSPUR,,
CLIG3,AC99,NIGELLA,,
CLIG3,CW01,WATERCRESS,,
CLIG3,FA01,FALLOW,,
CLIG3,LG01,CHICKPEA,,
CLIG3,LG02,FENUGREEK,,
CLIG3,LG03,FIELD BEANS - SPRING,,
CLIG3,LG04,GREEN BEANS,,
CLIG3,LG05,LENTILS,,
CLIG3,LG06,LUPINS,,
CLIG3,LG07,PEAS - SPRING,,
CLIG3,LG08,SOYA,,
CLIG3,LG09,COWPEA,,
CLIG3,LG10,BIRD'S FOOT TREFOIL,,
CLIG3,LG11,LUCERNE,,
CLIG3,LG12,SWEET CLOVER,,
CLIG3,LG13,SAINFOIN,,
CLIG3,LG14,CLOVER,,
CLIG3,LG15,MIXED CROP - LEGUMINOUS ONLY 1,,
CLIG3,LG16,MIXED CROP - LEGUMINOUS ONLY 2,,
CLIG3,LG17,MIXED CROP - LEGUMINOUS ONLY 3,,
CLIG3,LG18,MIXED CROP - LEGUMINOUS ONLY 4,,
CLIG3,LG19,MIXED CROP - LEGUMINOUS ONLY 5,,
CLIG3,LG20,FIELD BEANS - WINTER,,
CLIG3,LG21,PEAS - WINTER,,
CLIG3,PG01,PERMANENT GRASSLAND,,
CLIG3,TG01,TEMPORARY GRASS,,
CMOR1,AB01,FARM BUILDING,,
CMOR1,AB06,GLASSHOUSE ,,
CMOR1,AB09,FARMYARDS,,
CMOR1,CF01,CLIFFS,,
CMOR1,CF02,VEGETATED SHINGLE,,
CMOR1,CF03,SAND DUNES,,
CMOR1,HE02,HEATH LAND AND BRACKEN - UNGRAZEABLE,,
CMOR1,HE03,HEAP - PERMANENT USE,,
CMOR1,HS01,HARD STANDINGS,,
CMOR1,IW02,RIVERS AND STREAMS TYPE 2,,
CMOR1,IW03,RIVERS AND STREAMS TYPE 3,,
CMOR1,IW05,SHINGLE,,
CMOR1,IW06,FEN MARSH & SWAMP,,
CMOR1,IW07,BOG,,
CMOR1,MW01,SALT MARSH - UNGRAZEABLE,,
CMOR1,MW02,TIDAL AREAS ,,
CMOR1,MW03,REED BEDS,,
CMOR1,MW04,INTERTIDAL HABITATS,,
CMOR1,MW05,SALINE HABITATS,,
CMOR1,NA02,TEMPORARY NON-AGRICULTURAL AREA,,
CMOR1,NF01,SCATTERED ROCK,,
CMOR1,NF02,SCATTERED BRACKEN,,
CMOR1,NF03,SCATTERED SCRUB,,
CMOR1,NF05,SCATTERED WATER FEATURES,,
CMOR1,NF06,SCATTERED NATURAL FEATURES,,
CMOR1,NF07,SCATTERED MANMADE FEATURES,,
CMOR1,NF08,SCATTERED FEATURES - MIXED,,
CMOR1,NT01,GALLOP - GRASS,,
CMOR1,NT03,TRACK - NATURAL SURFACE,,
CMOR1,PG01,PERMANENT GRASSLAND,,
CMOR1,PL01,NON-UTILISED BANK,,
CMOR1,RL03,SPORTS AND RECREATION,,
CMOR1,RL04,GOLF COURSE ,,
CMOR1,RO02,SCREE,,
CMOR1,RO03,BOULDERS,,
CMOR1,RO04,ROCKY OUTCROP,,
CMOR1,WF01,DRAIN/DITCH/DYKE,,
CMOR1,WF03,POND,,
CMOR1,WO12,MIXED WOODLAND,,
CMOR1,WO25,SCRUB - UNGRAZEABLE,,
CMOR1A,BB01,SHORT STONE WALL,,
CMOR1A,HE02,HEATH LAND AND BRACKEN - UNGRAZEABLE,,
CMOR1A,HE03,HEAP - PERMANENT USE,,
CMOR1A,IW02,RIVERS AND STREAMS TYPE 2,,
CMOR1A,IW03,RIVERS AND STREAMS TYPE 3,,
CMOR1A,IW05,SHINGLE,,
CMOR1A,IW06,FEN MARSH & SWAMP,,
CMOR1A,IW07,BOG,,
CMOR1A,NA02,TEMPORARY NON-AGRICULTURAL AREA,,
CMOR1A,NF01,SCATTERED ROCK,,
CMOR1A,NF02,SCATTERED BRACKEN,,
CMOR1A,NF03,SCATTERED SCRUB,,
CMOR1A,NF05,SCATTERED WATER FEATURES,,
CMOR1A,NF06,SCATTERED NATURAL FEATURES,,
CMOR1A,NF07,SCATTERED MANMADE FEATURES,,
CMOR1A,NF08,SCATTERED FEATURES - MIXED,,
CMOR1A,NT01,GALLOP - GRASS,,
CMOR1A,NT03,TRACK - NATURAL SURFACE,,
CMOR1A,PG01,PERMANENT GRASSLAND,,
CMOR1A,PL01,NON-UTILISED BANK,,
CMOR1A,RD01,NON-AGRI BPS ELIGIBLE,,
CMOR1A,RO02,SCREE,,
CMOR1A,RO03,BOULDERS,,
CMOR1A,RO04,ROCKY OUTCROP,,
CMOR1A,WF01,DRAIN/DITCH/DYKE,,
CMOR1A,WF03,POND,,
CNUM1,AB01,FARM BUILDING,,
CNUM1,AB06,GLASSHOUSE ,,
CNUM1,AB09,FARMYARDS,,
CNUM1,AC01,BARLEY - SPRING,,
CNUM1,AC02,BASIL ,,
CNUM1,AC03,BEET ,,
CNUM1,AC04,BORAGE ,,
CNUM1,AC05,BUCKWHEAT ,,
CNUM1,AC06,CANARY SEED ,,
CNUM1,AC07,CARROT ,,
CNUM1,AC08,CELERY ,,
CNUM1,AC09,CHICORY ,,
CNUM1,AC10,DAFFODIL ,,
CNUM1,AC100,RYEGRASS (ITALIAN) - GROWN FOR SEED PRODUCTION,,
CNUM1,AC11,DILL ,,
CNUM1,AC12,EVENING PRIMROSE ,,
CNUM1,AC13,FENNEL ,,
CNUM1,AC14,HEMP ,,
CNUM1,AC15,LETTUCE ,,
CNUM1,AC16,LINSEED - SPRING,,
CNUM1,AC17,MAIZE ,,
CNUM1,AC18,MILLET ,,
CNUM1,AC19,OATS - SPRING,,
CNUM1,AC20,ONIONS ,,
CNUM1,AC21,OREGANO ,,
CNUM1,AC22,PARSLEY ,,
CNUM1,AC23,PARSNIPS ,,
CNUM1,AC24,RYE - SPRING,,
CNUM1,AC25,SAGE ,,
CNUM1,AC26,SPINACH ,,
CNUM1,AC27,STRAWBERRY ,,
CNUM1,AC28,SWEET POTATO ,,
CNUM1,AC29,THYME ,,
CNUM1,AC30,TRITICALE - SPRING,,
CNUM1,AC31,TULIP ,,
CNUM1,AC32,WHEAT - SPRING,,
CNUM1,AC33,YAM ,,
CNUM1,AC34,CABBAGE - SPRING,,
CNUM1,AC35,TURNIP ,,
CNUM1,AC36,OILSEED - SPRING,,
CNUM1,AC37,BROWN MUSTARD ,,
CNUM1,AC38,MUSTARD ,,
CNUM1,AC39,CRAMBE ,,
